Tracker;Operation;Occurrences
25;ADD_OBJ;13922
25;ITERATOR;1710
25;ENSURE_CAP;13922
25;SET_INDEXED;0
25;REMOVE_OBJ;0
25;CSTR_CAP;1710
25;SIZE;1709
26;CLEAR;0
26;GROW;2189
26;ADD_OBJ;9263
26;ITERATOR;3420
26;ENSURE_CAP;9263
26;SET_INDEXED;0
26;REMOVE_OBJ;0
26;SIZE;1709
26;CSTR_STD;1710
27;CLEAR;0
27;GROW;285837
27;ADD_OBJ;730162
27;ITERATOR;343173
27;ENSURE_CAP;730162
27;SET_INDEXED;0
27;REMOVE_OBJ;0
27;SIZE;343173
27;CSTR_STD;343173
28;CLEAR;0
28;GROW;128344
28;ADD_OBJ;1598061
28;ITERATOR;271524
28;ENSURE_CAP;1598061
28;INDEX_OF;22476
28;GET_INDEXED;708816
28;SET_INDEXED;26024
28;REMOVE_OBJ;0
28;CREATE_LIST_ITR;97359
28;CSTR_CAP;343173
28;SIZE;821726
29;CLEAR;0
29;GROW;7370
29;ADD_OBJ;72340
29;ITERATOR;2151
29;ENSURE_CAP;72340
29;SET_INDEXED;0
29;REMOVE_OBJ;0
29;SIZE;2151
29;CSTR_STD;2151
30;CLEAR;0
30;GROW;0
30;ADD_OBJ;7234
30;ITERATOR;8979
30;ENSURE_CAP;7234
30;SET_INDEXED;0
30;REMOVE_OBJ;0
30;CSTR_CAP;3541
30;SIZE;3541
31;CLEAR;62
31;GROW;39683
31;ADD_OBJ;104315
31;ENSURE_CAP;104315
31;GET_INDEXED;104175
31;SET_INDEXED;0
31;REMOVE_OBJ;0
31;SIZE;49406
31;CSTR_STD;24703
32;CLEAR;0
32;GROW;91291
32;CONTAINS;9377
32;ADD_OBJ;137672
32;ITERATOR;132606
32;ENSURE_CAP;137672
32;INDEX_OF;9377
32;EMPTY;58
32;GET_INDEXED;1207
32;SET_INDEXED;0
32;REMOVE_OBJ;0
32;SIZE;137622
32;CSTR_STD;135641
33;CLEAR;0
33;GROW;13
33;ADD_OBJ;21487
33;ITERATOR;20624
33;ENSURE_CAP;21487
33;SET_INDEXED;0
33;REMOVE_OBJ;0
33;CSTR_CAP;20708
33;SIZE;41953
34;CLEAR;0
34;GROW;4474
34;ADD_OBJ;71649
34;ENSURE_CAP;71649
34;SET_INDEXED;0
34;REMOVE_OBJ;0
34;SIZE;910
34;CSTR_STD;910
35;CLEAR;0
35;GROW;4474
35;ADD_OBJ;71649
35;ENSURE_CAP;71649
35;SET_INDEXED;0
35;REMOVE_OBJ;0
35;SIZE;72559
35;CSTR_STD;910
36;CLEAR;0
36;GROW;0
36;ADD_OBJ;0
36;ITERATOR;18518
36;SET_INDEXED;0
36;REMOVE_OBJ;0
36;SIZE;910
36;CSTR_STD;910
37;CLEAR;0
37;GROW;1282
37;ADD_OBJ;6410
37;ENSURE_CAP;6410
37;SET_INDEXED;0
37;REMOVE_OBJ;0
37;SIZE;910
37;CSTR_STD;910
38;CLEAR;0
38;GROW;1159
38;ADD_OBJ;5131
38;ITERATOR;910
38;ENSURE_CAP;5131
38;SET_INDEXED;0
38;REMOVE_OBJ;0
38;SIZE;910
38;CSTR_STD;910
39;CLEAR;0
39;GROW;223
39;ADD_OBJ;2047
39;ITERATOR;910
39;ENSURE_CAP;2047
39;SET_INDEXED;0
39;REMOVE_OBJ;0
39;CSTR_CAP;910
39;SIZE;910
40;CLEAR;0
40;GROW;20
40;SORT;79
40;ADD_OBJ;20
40;ITERATOR;79
40;ENSURE_CAP;20
40;SET_INDEXED;0
40;REMOVE_OBJ;0
40;SIZE;158
40;CSTR_STD;79
41;CLEAR;0
41;GROW;139
41;SORT;316
41;ADD_OBJ;169
41;ITERATOR;316
41;ENSURE_CAP;169
41;GET_INDEXED;169
41;SET_INDEXED;0
41;REMOVE_OBJ;0
41;SIZE;1433
41;CSTR_STD;316
42;CLEAR;0
42;GROW;25
42;ADD_OBJ;92
42;ITERATOR;54819
42;ENSURE_CAP;92
42;SET_INDEXED;0
42;REMOVE_OBJ;0
42;CSTR_STD;13
43;CLEAR;0
43;GROW;145859
43;REMOVE_ALL;19519
43;ADD_OBJ;381945
43;ITERATOR;391136
43;ENSURE_CAP;386402
43;EMPTY;61523
43;GET_INDEXED;5652610
43;SET_INDEXED;253528
43;REMOVE_OBJ;0
43;REMOVE_INDEXED;12775
43;SUBLIST;89603
43;SIZE;2650118
43;ADD_INDEXED;4457
43;CSTR_STD;71649
44;CLEAR;0
44;GROW;24106
44;ADD_OBJ;25645
44;ENSURE_CAP;25645
44;SET_INDEXED;0
44;REMOVE_OBJ;0
44;SIZE;70786
44;CSTR_STD;35393
45;CLEAR;0
45;GROW;0
45;CONTAINS;21768
45;ADD_OBJ;21696
45;ITERATOR;10000
45;ENSURE_CAP;21696
45;INDEX_OF;21768
45;SET_INDEXED;0
45;REMOVE_OBJ;0
45;CSTR_CAP;12466
45;SIZE;12466
46;CLEAR;0
46;GROW;7004
46;ADD_OBJ;7536
46;ENSURE_CAP;7536
46;SET_INDEXED;0
46;REMOVE_OBJ;0
46;SIZE;22692
46;CSTR_STD;11346
47;CLEAR;0
47;GROW;3263
47;ADD_OBJ;52288
47;ITERATOR;1820
47;ENSURE_CAP;52288
47;GET_INDEXED;89408
47;SET_INDEXED;5516
47;REMOVE_OBJ;0
47;SIZE;261221
47;CSTR_STD;910
48;CLEAR;0
48;GROW;116
48;ADD_OBJ;99584
48;ENSURE_CAP;99584
48;GET_INDEXED;205178
48;SET_INDEXED;192
48;REMOVE_OBJ;0
48;REMOVE_INDEXED;99584
48;CSTR_CAP;1820
48;SIZE;284016
49;CLEAR;0
49;GROW;116
49;ADD_OBJ;99584
49;ENSURE_CAP;99584
49;GET_INDEXED;18660
49;SET_INDEXED;0
49;REMOVE_OBJ;0
49;REMOVE_INDEXED;99584
49;CSTR_CAP;1820
49;SIZE;1820
50;CLEAR;0
50;GROW;116
50;ADD_OBJ;99584
50;ENSURE_CAP;99584
50;GET_INDEXED;105402
50;SET_INDEXED;0
50;REMOVE_OBJ;0
50;REMOVE_INDEXED;99584
50;CSTR_CAP;1820
50;SIZE;1820
51;CLEAR;40365
51;GROW;53217
51;ADD_OBJ;102765
51;ENSURE_CAP;102765
51;GET_INDEXED;102765
51;SET_INDEXED;0
51;REMOVE_OBJ;0
51;CSTR_CAP;3880
51;SIZE;227842
52;CLEAR;0
52;GROW;0
52;ADD_OBJ;26390
52;ENSURE_CAP;26390
52;SET_INDEXED;0
52;REMOVE_OBJ;0
52;CSTR_CAP;910
52;SIZE;1820
53;CLEAR;0
53;GROW;34520
53;ADD_OBJ;99588
53;ITERATOR;18518
53;ENSURE_CAP;99588
53;SET_INDEXED;0
53;REMOVE_OBJ;0
53;SIZE;18518
53;CSTR_STD;18518
54;CLEAR;38593
54;GROW;42830
54;ADD_OBJ;89603
54;ENSURE_CAP;89603
54;GET_INDEXED;103846
54;SET_INDEXED;0
54;REMOVE_OBJ;0
54;CSTR_CAP;910
54;SIZE;910
55;CLEAR;0
55;GROW;850
55;ADD_OBJ;851
55;ENSURE_CAP;851
55;EMPTY;850
55;GET_INDEXED;851
55;SET_INDEXED;0
55;REMOVE_OBJ;0
55;SIZE;1699
55;CSTR_STD;850
56;CLEAR;0
56;GROW;1301
56;ADD_OBJ;37228
56;ENSURE_CAP;37228
56;GET_INDEXED;37228
56;SET_INDEXED;0
56;REMOVE_OBJ;0
56;CSTR_CAP;30292
56;SIZE;97812
57;CLEAR;0
57;GROW;0
57;ADD_OBJ;848
57;ITERATOR;4538
57;ENSURE_CAP;848
57;SET_INDEXED;0
57;REMOVE_OBJ;0
57;CSTR_CAP;48
58;CLEAR;0
58;GROW;14678
58;ADD_OBJ;16388
58;ITERATOR;841
58;ENSURE_CAP;16388
58;GET_INDEXED;13162
58;SET_INDEXED;0
58;REMOVE_OBJ;0
58;SIZE;28006
58;CSTR_STD;14003
59;CLEAR;0
59;GROW;5
59;ADD_ALL;7
59;ADD_OBJ;398
59;ITERATOR;161
59;ENSURE_CAP;405
59;SET_INDEXED;0
59;REMOVE_OBJ;0
59;CSTR_CAP;279
59;SIZE;293
59;TO_ARRAY;7
60;CLEAR;0
60;GROW;0
60;ADD_ALL;3640
60;SORT;910
60;ADD_OBJ;0
60;ENSURE_CAP;3640
60;SET_INDEXED;0
60;REMOVE_OBJ;0
60;CSTR_CAP;910
60;SIZE;1820
61;CLEAR;0
61;GROW;0
61;ADD_OBJ;0
61;ITERATOR;910
61;SET_INDEXED;0
61;REMOVE_OBJ;0
61;CSTR_STD;1
62;CLEAR;0
62;GROW;0
62;SORT;5106
62;ADD_OBJ;5162
62;ITERATOR;5106
62;ENSURE_CAP;5162
62;SET_INDEXED;0
62;REMOVE_OBJ;0
62;CSTR_CAP;5106
62;SIZE;5106
63;CLEAR;0
63;GROW;21848
63;ADD_OBJ;25105
63;ENSURE_CAP;25105
63;EMPTY;22132
63;SET_INDEXED;0
63;REMOVE_OBJ;0
63;REMOVE_INDEXED;24596
63;SIZE;87104
63;CSTR_STD;21777
64;CLEAR;0
64;GROW;0
64;ADD_OBJ;416829
64;ITERATOR;29802
64;ENSURE_CAP;416829
64;SET_INDEXED;0
64;REMOVE_OBJ;0
64;CSTR_CAP;14901
64;SIZE;14901
65;CLEAR;0
65;GROW;154
65;ADD_OBJ;18614
65;ITERATOR;2656
65;ENSURE_CAP;18614
65;EMPTY;14901
65;GET_INDEXED;30828
65;SET_INDEXED;18614
65;REMOVE_OBJ;0
65;CSTR_CAP;14901
65;SIZE;78177
66;CLEAR;0
66;GROW;0
66;ADD_OBJ;0
66;ITERATOR;14901
66;SET_INDEXED;0
66;REMOVE_OBJ;0
66;SIZE;14901
66;CSTR_STD;14901
67;CLEAR;0
67;GROW;49554
67;CONTAINS;1063
67;ADD_OBJ;236619
67;ITERATOR;12379
67;ENSURE_CAP;236619
67;INDEX_OF;1063
67;GET_INDEXED;109318
67;SET_INDEXED;0
67;REMOVE_OBJ;0
67;SIZE;35671
67;CSTR_STD;21588
68;CLEAR;0
68;GROW;2991
68;ADD_OBJ;4632
68;ITERATOR;1819
68;ENSURE_CAP;4632
68;EMPTY;813
68;SET_INDEXED;0
68;REMOVE_OBJ;0
68;SIZE;21575
68;CSTR_STD;21588
69;CLEAR;0
69;GROW;30600
69;CONTAINS;1196
69;ADD_OBJ;84228
69;ITERATOR;16300
69;ENSURE_CAP;84228
69;INDEX_OF;1196
69;SET_INDEXED;0
69;REMOVE_OBJ;0
69;SIZE;27169
69;CSTR_STD;21588
70;CLEAR;0
70;GROW;4215
70;ADD_ALL;3394
70;ADD_OBJ;3394
70;ITERATOR;3394
70;ENSURE_CAP;6788
70;GET_INDEXED;28762
70;SET_INDEXED;0
70;REMOVE_OBJ;0
70;SIZE;50149
70;CSTR_STD;3394
71;CLEAR;614
71;GROW;4006
71;ADD_OBJ;4301
71;ITERATOR;614
71;ENSURE_CAP;4301
71;EMPTY;2295
71;GET_INDEXED;1189
71;SET_INDEXED;530
71;REMOVE_OBJ;0
71;REMOVE_INDEXED;530
71;SIZE;5720
71;CSTR_STD;3887
72;CLEAR;0
72;GROW;81
72;ADD_OBJ;226
72;ITERATOR;624
72;ENSURE_CAP;226
72;SET_INDEXED;0
72;REMOVE_OBJ;0
72;CSTR_STD;58
73;CLEAR;0
73;GROW;42
73;ADD_OBJ;50
73;ITERATOR;1684
73;ENSURE_CAP;50
73;SET_INDEXED;0
73;REMOVE_OBJ;0
73;CSTR_STD;58
74;CLEAR;0
74;GROW;24
74;ADD_OBJ;24
74;ITERATOR;6020
74;ENSURE_CAP;24
74;SET_INDEXED;0
74;REMOVE_OBJ;0
74;CSTR_STD;58
75;CLEAR;0
75;GROW;0
75;ADD_OBJ;259
75;ITERATOR;51
75;ENSURE_CAP;259
75;INDEX_OF;2555
75;SET_INDEXED;0
75;REMOVE_OBJ;0
75;CSTR_CAP;124
75;SIZE;152
76;CLEAR;0
76;GROW;18
76;ADD_OBJ;51
76;ITERATOR;45
76;ENSURE_CAP;51
76;EMPTY;18
76;SET_INDEXED;0
76;REMOVE_OBJ;0
76;SIZE;18
76;CSTR_STD;18
77;CLEAR;0
77;GROW;0
77;ADD_OBJ;3499
77;ITERATOR;12040
77;ENSURE_CAP;3499
77;SET_INDEXED;0
77;REMOVE_OBJ;0
77;CSTR_CAP;58
78;CLEAR;0
78;GROW;0
78;ADD_OBJ;31904
78;ITERATOR;16416
78;ENSURE_CAP;31904
78;GET_INDEXED;13399
78;SET_INDEXED;0
78;REMOVE_OBJ;0
78;CSTR_CAP;12615
78;SIZE;24014
79;CLEAR;0
79;GROW;13705
79;ADD_OBJ;28552
79;ENSURE_CAP;28552
79;SET_INDEXED;0
79;REMOVE_OBJ;0
79;SIZE;10126
79;CSTR_STD;10126
80;CLEAR;0
80;GROW;0
80;ADD_OBJ;50679
80;ITERATOR;10657
80;ENSURE_CAP;50679
80;GET_INDEXED;109575
80;SET_INDEXED;0
80;REMOVE_OBJ;0
80;CSTR_CAP;19419
80;SIZE;190854
81;CLEAR;118849
81;GROW;75555
81;ADD_OBJ;151264
81;ENSURE_CAP;151264
81;GET_INDEXED;1632
81;SET_INDEXED;0
81;REMOVE_OBJ;0
81;CSTR_CAP;3032
81;SIZE;6123
82;CLEAR;0
82;GROW;5059
82;ADD_OBJ;37008
82;ITERATOR;2423
82;ENSURE_CAP;37008
82;EMPTY;1214081
82;GET_INDEXED;4719598
82;SET_INDEXED;595444
82;REMOVE_OBJ;0
82;CSTR_CAP;6397
82;SIZE;1813036
83;CLEAR;0
83;GROW;5361
83;CONTAINS;415
83;ADD_OBJ;41610
83;ENSURE_CAP;41610
83;INDEX_OF;415
83;SET_INDEXED;0
83;REMOVE_OBJ;0
83;CSTR_CAP;20146
83;SIZE;20146
84;CLEAR;0
84;GROW;2254
84;ADD_OBJ;3964
84;ITERATOR;7365
84;ENSURE_CAP;3964
84;INDEX_OF;8567
84;GET_INDEXED;30443
84;SET_INDEXED;0
84;REMOVE_OBJ;0
84;SIZE;102444
84;CSTR_STD;1445
85;CLEAR;0
85;GROW;2254
85;ADD_OBJ;3964
85;ENSURE_CAP;3964
85;GET_INDEXED;631
85;SET_INDEXED;452
85;REMOVE_OBJ;0
85;SIZE;1445
85;CSTR_STD;1445
86;CLEAR;0
86;GROW;2296
86;ADD_OBJ;4287
86;ENSURE_CAP;4287
86;EMPTY;1437
86;GET_INDEXED;11118
86;SET_INDEXED;0
86;REMOVE_OBJ;0
86;SIZE;7233
86;CSTR_STD;1437
87;CLEAR;0
87;GROW;2296
87;ADD_OBJ;4287
87;ENSURE_CAP;4287
87;GET_INDEXED;21276
87;SET_INDEXED;0
87;REMOVE_OBJ;0
87;SIZE;25879
87;CSTR_STD;1437
88;CLEAR;0
88;GROW;19075
88;ADD_OBJ;64221
88;ITERATOR;9625
88;ENSURE_CAP;64221
88;SET_INDEXED;0
88;REMOVE_OBJ;0
88;SIZE;9625
88;CSTR_STD;9625
89;CLEAR;0
89;GROW;149
89;ADD_ALL;8900
89;CSTR_COLL;8900
89;ADD_OBJ;103
89;ENSURE_CAP;9003
89;GET_INDEXED;61966
89;SET_INDEXED;0
89;REMOVE_OBJ;0
89;REMOVE_INDEXED;6186
89;SIZE;103752
90;CLEAR;0
90;GROW;1194
90;ADD_OBJ;2182
90;ENSURE_CAP;2182
90;SET_INDEXED;0
90;REMOVE_OBJ;0
90;SIZE;761
90;CSTR_STD;761
91;CLEAR;0
91;GROW;0
91;ADD_OBJ;507
91;ITERATOR;174
91;ENSURE_CAP;507
91;EMPTY;534
91;GET_INDEXED;118
91;SET_INDEXED;0
91;REMOVE_OBJ;0
91;CSTR_CAP;267
91;SIZE;534
92;CLEAR;0
92;GROW;0
92;ADD_OBJ;327
92;ITERATOR;128
92;ENSURE_CAP;327
92;EMPTY;534
92;GET_INDEXED;207
92;SET_INDEXED;0
92;REMOVE_OBJ;0
92;CSTR_CAP;267
92;SIZE;534
93;CLEAR;0
93;GROW;4150
93;ADD_OBJ;7892
93;ITERATOR;3726
93;ENSURE_CAP;7892
93;SET_INDEXED;0
93;REMOVE_OBJ;0
93;SIZE;6758
93;CSTR_STD;3379
94;CLEAR;0
94;GROW;5143
94;ADD_OBJ;5755
94;ENSURE_CAP;5755
94;SET_INDEXED;0
94;REMOVE_OBJ;0
94;SIZE;5011
94;CSTR_STD;5011
95;CLEAR;0
95;GROW;5384
95;ADD_OBJ;5755
95;ITERATOR;4506
95;ENSURE_CAP;5755
95;EMPTY;483
95;SET_INDEXED;0
95;REMOVE_OBJ;0
95;SIZE;13012
95;CSTR_STD;5336
95;TO_ARRAY;3838
96;CLEAR;0
96;GROW;35526
96;ADD_ALL;38797
96;ADD_OBJ;0
96;ITERATOR;33529
96;ENSURE_CAP;38797
96;SET_INDEXED;0
96;REMOVE_OBJ;0
96;SIZE;101633
96;CSTR_STD;34182
96;TO_ARRAY;33269
97;CLEAR;0
97;GROW;188
97;ADD_OBJ;4163
97;ITERATOR;780
97;ENSURE_CAP;4163
97;GET_INDEXED;9250
97;SET_INDEXED;0
97;REMOVE_OBJ;0
97;CSTR_CAP;2179
97;SIZE;17720
98;CLEAR;928
98;GROW;1990
98;ADD_OBJ;2436
98;ITERATOR;928
98;ENSURE_CAP;2436
98;EMPTY;6228
98;GET_INDEXED;2483
98;SET_INDEXED;988
98;REMOVE_OBJ;0
98;REMOVE_INDEXED;988
98;SIZE;5541
98;CSTR_STD;1739
99;CLEAR;0
99;GROW;252
99;ADD_OBJ;625
99;ENSURE_CAP;625
99;EMPTY;132
99;SET_INDEXED;0
99;REMOVE_OBJ;0
99;SIZE;384
99;CSTR_STD;132
100;CLEAR;0
100;GROW;1474
100;ADD_OBJ;3509
100;ENSURE_CAP;3509
100;GET_INDEXED;3482
100;SET_INDEXED;0
100;REMOVE_OBJ;0
100;SIZE;6746
100;CSTR_STD;819
101;CLEAR;0
101;GROW;0
101;SORT;47
101;ADD_OBJ;5440
101;ENSURE_CAP;5440
101;GET_INDEXED;441
101;SET_INDEXED;0
101;REMOVE_OBJ;0
101;CSTR_CAP;490
101;SIZE;1079
102;CLEAR;0
102;GROW;0
102;CONTAINS;310
102;ADD_OBJ;2809
102;ENSURE_CAP;2809
102;INDEX_OF;5797
102;SET_INDEXED;0
102;REMOVE_OBJ;0
102;CSTR_CAP;490
102;SIZE;3346
103;CLEAR;0
103;GROW;0
103;ADD_OBJ;0
103;SET_INDEXED;0
103;REMOVE_OBJ;0
103;CSTR_CAP;956
103;SIZE;1912
104;CLEAR;0
104;GROW;64
104;ADD_OBJ;2249
104;ITERATOR;1493
104;ENSURE_CAP;2249
104;EMPTY;1526
104;SET_INDEXED;0
104;REMOVE_OBJ;0
104;CSTR_CAP;1959
104;SIZE;3918
105;CLEAR;0
105;GROW;881
105;ADD_OBJ;11585
105;ITERATOR;1493
105;ENSURE_CAP;11585
105;SET_INDEXED;11585
105;REMOVE_OBJ;0
105;SUBLIST;2249
105;CSTR_CAP;1959
105;SIZE;18042
106;CLEAR;0
106;GROW;1973
106;ADD_OBJ;2249
106;ITERATOR;1493
106;ENSURE_CAP;2249
106;SET_INDEXED;0
106;REMOVE_OBJ;0
106;SIZE;1959
106;CSTR_STD;1959
107;CLEAR;0
107;GROW;0
107;ADD_OBJ;50
107;ITERATOR;1526
107;ENSURE_CAP;50
107;SET_INDEXED;0
107;REMOVE_OBJ;0
107;CSTR_CAP;1959
107;SIZE;3918
108;CLEAR;0
108;GROW;64
108;ADD_OBJ;2249
108;ITERATOR;1493
108;ENSURE_CAP;2249
108;SET_INDEXED;0
108;REMOVE_OBJ;0
108;CSTR_CAP;1959
108;SIZE;4945
108;TO_ARRAY;1493
109;CLEAR;0
109;GROW;1674
109;CSTR_COLL;1460
109;ADD_OBJ;1756
109;ENSURE_CAP;1756
109;GET_INDEXED;3884
109;SET_INDEXED;0
109;REMOVE_OBJ;0
109;SIZE;1460
110;CLEAR;0
110;GROW;1478
110;ADD_ALL;1493
110;ADD_OBJ;0
110;ENSURE_CAP;1493
110;GET_INDEXED;2876
110;SET_INDEXED;0
110;REMOVE_OBJ;0
110;SIZE;1460
110;CSTR_STD;1460
111;CLEAR;0
111;GROW;820
111;ADD_OBJ;933
111;ITERATOR;793
111;ENSURE_CAP;933
111;SET_INDEXED;0
111;REMOVE_OBJ;0
111;SIZE;793
111;CSTR_STD;793
112;CLEAR;0
112;GROW;38
112;ADD_OBJ;38
112;ENSURE_CAP;38
112;GET_INDEXED;76
112;SET_INDEXED;0
112;REMOVE_OBJ;0
112;SIZE;76
112;CSTR_STD;38
113;CLEAR;0
113;GROW;4
113;ADD_OBJ;4
113;ENSURE_CAP;4
113;SET_INDEXED;0
113;REMOVE_OBJ;0
113;SIZE;4
113;CSTR_STD;4
114;CLEAR;0
114;GROW;28
114;ADD_OBJ;29
114;ITERATOR;76
114;ENSURE_CAP;29
114;GET_INDEXED;28
114;SET_INDEXED;0
114;REMOVE_OBJ;0
114;SIZE;28
114;CSTR_STD;28
115;CLEAR;0
115;GROW;0
115;ADD_OBJ;47
115;ENSURE_CAP;47
115;GET_INDEXED;102
115;SET_INDEXED;0
115;REMOVE_OBJ;0
115;CSTR_CAP;45
115;SIZE;353
116;CLEAR;21
116;GROW;21
116;ADD_OBJ;21
116;ENSURE_CAP;21
