Tracker;Operation;Occurrences
6;ITERATOR;227
6;CSTR_STD;227
7;ADD_OBJ;111
7;SET_INDEXED;0
7;SORT;227
7;CLEAR;0
7;GROW;109
7;SIZE;454
7;REMOVE_OBJ;0
7;ENSURE_CAP;111
7;ITERATOR;227
7;CSTR_STD;227
8;ADD_OBJ;230146
8;SET_INDEXED;73747
8;CLEAR;0
8;GROW;17
8;GET_INDEXED;110095
8;SIZE;704138
8;REMOVE_OBJ;0
8;ENSURE_CAP;230146
8;CSTR_CAP;9154
9;ADD_OBJ;230146
9;SET_INDEXED;339285
9;CLEAR;0
9;GROW;17
9;GET_INDEXED;332302
9;SIZE;9059
9;REMOVE_OBJ;0
9;ENSURE_CAP;230146
9;CSTR_CAP;9153
10;ADD_OBJ;8560
10;SET_INDEXED;0
10;CLEAR;0
10;GROW;5155
10;ADD_ALL;2861
10;SIZE;15021
10;TO_ARRAY;2861
10;INDEX_OF;240
10;REMOVE_OBJ;0
10;ENSURE_CAP;11421
10;ITERATOR;246
10;CSTR_STD;9153
10;CONTAINS;240
11;ADD_OBJ;192
11;SET_INDEXED;0
11;CLEAR;0
11;GROW;10
11;SIZE;193
11;TO_ARRAY;1
11;REMOVE_OBJ;0
11;ENSURE_CAP;192
11;CSTR_STD;1
12;ADD_OBJ;0
12;SET_INDEXED;0
12;CLEAR;0
12;GROW;0
12;SIZE;9059
12;REMOVE_OBJ;0
12;CSTR_STD;9153
13;ADD_OBJ;0
13;SET_INDEXED;0
13;CLEAR;0
13;GROW;0
13;SIZE;9059
13;REMOVE_OBJ;0
13;CSTR_STD;9153
14;ADD_OBJ;296
14;SET_INDEXED;0
14;SORT;245
14;CLEAR;0
14;GROW;94
14;SIZE;244
14;REMOVE_OBJ;0
14;ENSURE_CAP;296
14;ITERATOR;490
14;CSTR_STD;246
15;ADD_OBJ;6283
15;SET_INDEXED;0
15;CLEAR;0
15;GROW;833
15;SIZE;979
15;TO_ARRAY;245
15;REMOVE_OBJ;0
15;ENSURE_CAP;6283
15;ITERATOR;245
15;CSTR_STD;246
15;EMPTY;490
16;ADD_OBJ;44
16;SET_INDEXED;0
16;CLEAR;0
16;GROW;10
16;SIZE;249
16;REMOVE_OBJ;0
16;ENSURE_CAP;44
16;CSTR_STD;246
16;EMPTY;245
17;ADD_OBJ;3569
17;SET_INDEXED;0
17;CLEAR;0
17;GROW;440
17;SIZE;700
17;TO_ARRAY;152
17;REMOVE_OBJ;0
17;ENSURE_CAP;3569
17;ITERATOR;152
17;CSTR_STD;246
17;EMPTY;490
18;ADD_OBJ;1
18;SET_INDEXED;0
18;CLEAR;0
18;GROW;1
18;SIZE;247
18;TO_ARRAY;1
18;REMOVE_OBJ;0
18;ENSURE_CAP;1
18;ITERATOR;1
18;CSTR_STD;246
18;EMPTY;490
19;ADD_OBJ;3079
19;SET_INDEXED;0
19;CLEAR;0
19;GROW;659
19;SIZE;979
19;TO_ARRAY;245
19;REMOVE_OBJ;0
19;ENSURE_CAP;3079
19;ITERATOR;245
19;CSTR_STD;246
19;EMPTY;490
20;ADD_OBJ;2706
20;SET_INDEXED;0
20;CREATE_LIST_ITR;9
20;CLEAR;0
20;GROW;1257
20;ADD_ALL;27
20;SIZE;813
20;TO_ARRAY;27
20;REMOVE_OBJ;0
20;ENSURE_CAP;2733
20;ITERATOR;762
20;CSTR_STD;765
21;ADD_OBJ;0
21;SET_INDEXED;0
21;CLEAR;0
21;GROW;0
21;SIZE;10077
21;REMOVE_OBJ;0
21;CSTR_STD;10110
22;ADD_OBJ;72299
22;SET_INDEXED;0
22;CLEAR;766
22;GROW;841
22;GET_INDEXED;50447
22;SIZE;256021
22;REMOVE_OBJ;0
22;ENSURE_CAP;72299
22;ITERATOR;268329
22;CSTR_CAP;77175
23;ADD_OBJ;7409
23;SET_INDEXED;0
23;CLEAR;0
23;GROW;3452
23;SIZE;13501
23;REMOVE_OBJ;0
23;ENSURE_CAP;7409
23;ITERATOR;1396
23;CSTR_STD;4297
24;ADD_OBJ;844108
24;SET_INDEXED;0
24;CREATE_LIST_ITR;10117
24;CLEAR;0
24;GROW;0
24;GET_INDEXED;486668
24;SIZE;475273
24;REMOVE_OBJ;0
24;ENSURE_CAP;844108
24;ITERATOR;151397
24;CSTR_CAP;156010
24;SUBLIST;3098
25;ADD_OBJ;4366
25;SET_INDEXED;0
25;CLEAR;0
25;GROW;640
25;SIZE;466
25;REMOVE_OBJ;0
25;ENSURE_CAP;4366
25;ITERATOR;466
25;CSTR_CAP;466
26;ADD_OBJ;4661
26;SET_INDEXED;0
26;CLEAR;0
26;GROW;810
26;SIZE;466
26;REMOVE_OBJ;0
26;ENSURE_CAP;4661
26;ITERATOR;932
26;CSTR_STD;466
27;ADD_OBJ;214647
27;SET_INDEXED;0
27;CLEAR;0
27;GROW;88101
27;SIZE;106421
27;REMOVE_OBJ;0
27;ENSURE_CAP;214647
27;ITERATOR;106421
27;CSTR_STD;106421
28;ADD_OBJ;486668
28;SET_INDEXED;6648
28;CREATE_LIST_ITR;29045
28;CLEAR;0
28;GROW;42656
28;GET_INDEXED;231944
28;SIZE;263993
28;INDEX_OF;6123
28;REMOVE_OBJ;0
28;ENSURE_CAP;486668
28;ITERATOR;82785
28;CSTR_CAP;106421
29;ADD_OBJ;18545
29;SET_INDEXED;0
29;CLEAR;0
29;GROW;2100
29;SIZE;589
29;REMOVE_OBJ;0
29;ENSURE_CAP;18545
29;ITERATOR;589
29;CSTR_STD;589
30;ADD_OBJ;2493
30;SET_INDEXED;0
30;CLEAR;0
30;GROW;0
30;SIZE;1114
30;REMOVE_OBJ;0
30;ENSURE_CAP;2493
30;ITERATOR;2739
30;CSTR_CAP;1114
31;ADD_OBJ;17994
31;SET_INDEXED;0
31;CLEAR;0
31;GROW;8856
31;GET_INDEXED;17994
31;SIZE;12620
31;REMOVE_OBJ;0
31;ENSURE_CAP;17994
31;CSTR_STD;6310
32;ADD_OBJ;41619
32;SET_INDEXED;0
32;CLEAR;0
32;GROW;24602
32;GET_INDEXED;608
32;SIZE;36589
32;INDEX_OF;3124
32;REMOVE_OBJ;0
32;ENSURE_CAP;41619
32;ITERATOR;35442
32;CSTR_STD;35613
32;CONTAINS;3124
32;EMPTY;42
33;ADD_OBJ;4585
33;SET_INDEXED;0
33;CLEAR;0
33;GROW;2
33;SIZE;8726
33;REMOVE_OBJ;0
33;ENSURE_CAP;4585
33;ITERATOR;4019
33;CSTR_CAP;4150
34;ADD_OBJ;23636
34;SET_INDEXED;0
34;CLEAR;0
34;GROW;1278
34;SIZE;245
34;REMOVE_OBJ;0
34;ENSURE_CAP;23636
34;CSTR_STD;245
35;ADD_OBJ;23636
35;SET_INDEXED;0
35;CLEAR;0
35;GROW;1278
35;SIZE;23881
35;REMOVE_OBJ;0
35;ENSURE_CAP;23636
35;CSTR_STD;245
36;ADD_OBJ;0
36;SET_INDEXED;0
36;CLEAR;0
36;GROW;0
36;SIZE;245
36;REMOVE_OBJ;0
36;ITERATOR;5725
36;CSTR_STD;245
37;ADD_OBJ;3054
37;SET_INDEXED;0
37;CLEAR;0
37;GROW;434
37;SIZE;245
37;REMOVE_OBJ;0
37;ENSURE_CAP;3054
37;CSTR_STD;245
38;ADD_OBJ;2197
38;SET_INDEXED;0
38;CLEAR;0
38;GROW;395
38;SIZE;245
38;REMOVE_OBJ;0
38;ENSURE_CAP;2197
38;ITERATOR;245
38;CSTR_STD;245
39;ADD_OBJ;589
39;SET_INDEXED;0
39;CLEAR;0
39;GROW;72
39;SIZE;245
39;REMOVE_OBJ;0
39;ENSURE_CAP;589
39;ITERATOR;245
39;CSTR_CAP;245
40;ADD_OBJ;20
40;SET_INDEXED;0
40;SORT;76
40;CLEAR;0
40;GROW;20
40;SIZE;152
40;REMOVE_OBJ;0
40;ENSURE_CAP;20
40;ITERATOR;76
40;CSTR_STD;76
41;ADD_OBJ;164
41;SET_INDEXED;0
41;SORT;304
41;CLEAR;0
41;GROW;135
41;GET_INDEXED;164
41;SIZE;1380
41;REMOVE_OBJ;0
41;ENSURE_CAP;164
41;ITERATOR;304
41;CSTR_STD;304
42;ADD_OBJ;92
42;SET_INDEXED;0
42;CLEAR;0
42;GROW;25
42;REMOVE_OBJ;0
42;ENSURE_CAP;92
42;ITERATOR;19875
42;CSTR_STD;13
43;ADD_OBJ;141268
43;REMOVE_INDEXED;4834
43;SET_INDEXED;112194
43;ADD_INDEXED;1844
43;CLEAR;0
43;GROW;49681
43;REMOVE_ALL;7595
43;GET_INDEXED;2055373
43;SIZE;914035
43;REMOVE_OBJ;0
43;ENSURE_CAP;143112
43;ITERATOR;131933
43;CSTR_STD;23636
43;SUBLIST;29487
43;EMPTY;20103
44;ADD_OBJ;8127
44;SET_INDEXED;0
44;CLEAR;0
44;GROW;7333
44;SIZE;23624
44;REMOVE_OBJ;0
44;ENSURE_CAP;8127
44;CSTR_STD;11812
45;ADD_OBJ;5753
45;SET_INDEXED;0
45;CLEAR;0
45;GROW;0
45;SIZE;3655
45;INDEX_OF;5928
45;REMOVE_OBJ;0
45;ENSURE_CAP;5753
45;ITERATOR;2746
45;CSTR_CAP;3655
45;CONTAINS;5928
46;ADD_OBJ;2804
46;SET_INDEXED;0
46;CLEAR;0
46;GROW;2526
46;SIZE;8190
46;REMOVE_OBJ;0
46;ENSURE_CAP;2804
46;CSTR_STD;4095
47;ADD_OBJ;18448
47;SET_INDEXED;1571
47;CLEAR;0
47;GROW;874
47;GET_INDEXED;32179
47;SIZE;93201
47;REMOVE_OBJ;0
47;ENSURE_CAP;18448
47;ITERATOR;490
47;CSTR_STD;245
48;ADD_OBJ;43625
48;REMOVE_INDEXED;43625
48;SET_INDEXED;166
48;CLEAR;0
48;GROW;58
48;GET_INDEXED;89892
48;SIZE;105776
48;REMOVE_OBJ;0
48;ENSURE_CAP;43625
48;CSTR_CAP;490
49;ADD_OBJ;43625
49;REMOVE_INDEXED;43625
49;SET_INDEXED;0
49;CLEAR;0
49;GROW;58
49;GET_INDEXED;5220
49;SIZE;490
49;REMOVE_OBJ;0
49;ENSURE_CAP;43625
49;CSTR_CAP;490
50;ADD_OBJ;43625
50;REMOVE_INDEXED;43625
50;SET_INDEXED;0
50;CLEAR;0
50;GROW;58
50;GET_INDEXED;46101
50;SIZE;490
50;REMOVE_OBJ;0
50;ENSURE_CAP;43625
50;CSTR_CAP;490
51;ADD_OBJ;45319
51;SET_INDEXED;0
51;CLEAR;15539
51;GROW;21127
51;GET_INDEXED;45319
51;SIZE;93338
51;REMOVE_OBJ;0
51;ENSURE_CAP;45319
51;CSTR_CAP;1353
52;ADD_OBJ;7105
52;SET_INDEXED;0
52;CLEAR;0
52;GROW;0
52;SIZE;490
52;REMOVE_OBJ;0
52;ENSURE_CAP;7105
52;CSTR_CAP;245
53;ADD_OBJ;26111
53;SET_INDEXED;0
53;CLEAR;0
53;GROW;10144
53;SIZE;5725
53;REMOVE_OBJ;0
53;ENSURE_CAP;26111
53;ITERATOR;5725
53;CSTR_STD;5725
54;ADD_OBJ;29486
54;SET_INDEXED;0
54;CLEAR;12999
54;GROW;14324
54;GET_INDEXED;35969
54;SIZE;245
54;REMOVE_OBJ;0
54;ENSURE_CAP;29486
54;CSTR_CAP;245
55;ADD_OBJ;219
55;SET_INDEXED;0
55;CLEAR;0
55;GROW;219
55;GET_INDEXED;219
55;SIZE;437
55;REMOVE_OBJ;0
55;ENSURE_CAP;219
55;CSTR_STD;219
55;EMPTY;219
56;ADD_OBJ;11078
56;SET_INDEXED;0
56;CLEAR;0
56;GROW;368
56;GET_INDEXED;11078
56;SIZE;29314
56;REMOVE_OBJ;0
56;ENSURE_CAP;11078
56;CSTR_CAP;9118
57;ADD_OBJ;759
57;SET_INDEXED;0
57;CLEAR;0
57;GROW;0
57;REMOVE_OBJ;0
57;ENSURE_CAP;759
57;ITERATOR;1552
57;CSTR_CAP;36
58;ADD_OBJ;5990
58;SET_INDEXED;0
58;CLEAR;0
58;GROW;5572
58;GET_INDEXED;5229
58;SIZE;10865
58;REMOVE_OBJ;0
58;ENSURE_CAP;5990
58;ITERATOR;209
58;CSTR_STD;5438
59;ADD_OBJ;303
59;SET_INDEXED;0
59;CLEAR;0
59;GROW;5
59;ADD_ALL;5
59;SIZE;217
59;TO_ARRAY;5
59;REMOVE_OBJ;0
59;ENSURE_CAP;308
59;ITERATOR;125
59;CSTR_CAP;207
60;ADD_OBJ;0
60;SET_INDEXED;0
60;SORT;245
60;CLEAR;0
60;GROW;0
60;ADD_ALL;980
60;SIZE;490
60;REMOVE_OBJ;0
60;ENSURE_CAP;980
60;CSTR_CAP;245
61;ADD_OBJ;0
61;SET_INDEXED;0
61;CLEAR;0
61;GROW;0
61;REMOVE_OBJ;0
61;ITERATOR;245
61;CSTR_STD;1
62;ADD_OBJ;159
62;SET_INDEXED;0
62;CLEAR;0
62;GROW;57
62;REMOVE_OBJ;0
62;ENSURE_CAP;159
62;ITERATOR;384
62;CSTR_STD;42
63;ADD_OBJ;31
63;SET_INDEXED;0
63;CLEAR;0
63;GROW;27
63;REMOVE_OBJ;0
63;ENSURE_CAP;31
63;ITERATOR;845
63;CSTR_STD;42
64;ADD_OBJ;17
64;SET_INDEXED;0
64;CLEAR;0
64;GROW;17
64;REMOVE_OBJ;0
64;ENSURE_CAP;17
64;ITERATOR;1796
64;CSTR_STD;42
65;ADD_OBJ;180
65;SET_INDEXED;0
65;CLEAR;0
65;GROW;0
65;SIZE;125
65;INDEX_OF;1487
65;REMOVE_OBJ;0
65;ENSURE_CAP;180
65;ITERATOR;29
65;CSTR_CAP;89
66;ADD_OBJ;29
66;SET_INDEXED;0
66;CLEAR;0
66;GROW;11
66;SIZE;14
66;REMOVE_OBJ;0
66;ENSURE_CAP;29
66;ITERATOR;24
66;CSTR_STD;14
66;EMPTY;14
67;ADD_OBJ;2412
67;SET_INDEXED;0
67;CLEAR;0
67;GROW;0
67;REMOVE_OBJ;0
67;ENSURE_CAP;2412
67;ITERATOR;3592
67;CSTR_CAP;42
68;ADD_OBJ;12938
68;SET_INDEXED;0
68;CLEAR;0
68;GROW;0
68;GET_INDEXED;4488
68;SIZE;8526
68;REMOVE_OBJ;0
68;ENSURE_CAP;12938
68;ITERATOR;10523
68;CSTR_CAP;4907
69;ADD_OBJ;1369
69;SET_INDEXED;0
69;SORT;1365
69;CLEAR;0
69;GROW;0
69;SIZE;1365
69;REMOVE_OBJ;0
69;ENSURE_CAP;1369
69;ITERATOR;1365
69;CSTR_CAP;1365
70;ADD_OBJ;125203
70;SET_INDEXED;0
70;CLEAR;0
70;GROW;19215
70;GET_INDEXED;66614
70;SIZE;12261
70;INDEX_OF;622
70;REMOVE_OBJ;0
70;ENSURE_CAP;125203
70;ITERATOR;4791
70;CSTR_STD;7409
70;CONTAINS;622
71;ADD_OBJ;1483
71;SET_INDEXED;0
71;CLEAR;0
71;GROW;1010
71;SIZE;7397
71;REMOVE_OBJ;0
71;ENSURE_CAP;1483
71;ITERATOR;764
71;CSTR_STD;7409
71;EMPTY;349
72;ADD_OBJ;33107
72;SET_INDEXED;0
72;CLEAR;0
72;GROW;11377
72;SIZE;9508
72;INDEX_OF;723
72;REMOVE_OBJ;0
72;ENSURE_CAP;33107
72;ITERATOR;6170
72;CSTR_STD;7409
72;CONTAINS;723
73;ADD_OBJ;1303
73;SET_INDEXED;0
73;CLEAR;0
73;GROW;1508
73;ADD_ALL;1303
73;GET_INDEXED;11648
73;SIZE;19710
73;REMOVE_OBJ;0
73;ENSURE_CAP;2606
73;ITERATOR;1303
73;CSTR_STD;1303
74;ADD_OBJ;11429
74;SET_INDEXED;0
74;CLEAR;0
74;GROW;5192
74;SIZE;3533
74;REMOVE_OBJ;0
74;ENSURE_CAP;11429
74;CSTR_STD;3533
75;ADD_OBJ;6590
75;REMOVE_INDEXED;6519
75;SET_INDEXED;0
75;CLEAR;0
75;GROW;5895
75;SIZE;33763
75;REMOVE_OBJ;0
75;ENSURE_CAP;6590
75;CSTR_STD;5823
75;EMPTY;5775
76;ADD_OBJ;1165
76;SET_INDEXED;0
76;CLEAR;0
76;GROW;526
76;GET_INDEXED;7671
76;SIZE;25750
76;INDEX_OF;2803
76;REMOVE_OBJ;0
76;ENSURE_CAP;1165
76;ITERATOR;1479
76;CSTR_STD;380
77;ADD_OBJ;1165
77;SET_INDEXED;772
77;CLEAR;0
77;GROW;526
77;GET_INDEXED;1326
77;SIZE;380
77;REMOVE_OBJ;0
77;ENSURE_CAP;1165
77;CSTR_STD;380
78;ADD_OBJ;1655
78;SET_INDEXED;0
78;CLEAR;0
78;GROW;616
78;GET_INDEXED;4362
78;SIZE;2190
78;REMOVE_OBJ;0
78;ENSURE_CAP;1655
78;CSTR_STD;375
78;EMPTY;375
79;ADD_OBJ;1655
79;SET_INDEXED;0
79;CLEAR;0
79;GROW;616
79;GET_INDEXED;6769
79;SIZE;7549
79;REMOVE_OBJ;0
79;ENSURE_CAP;1655
79;CSTR_STD;375
80;ADD_OBJ;22455
80;SET_INDEXED;0
80;CLEAR;0
80;GROW;5717
80;SIZE;2334
80;REMOVE_OBJ;0
80;ENSURE_CAP;22455
80;ITERATOR;2338
80;CSTR_STD;2338
81;ADD_OBJ;98072
81;SET_INDEXED;0
81;CLEAR;0
81;GROW;0
81;SIZE;2847
81;REMOVE_OBJ;0
81;ENSURE_CAP;98072
81;ITERATOR;5724
81;CSTR_CAP;2863
82;ADD_OBJ;4435
82;SET_INDEXED;4435
82;CLEAR;0
82;GROW;141
82;GET_INDEXED;6411
82;SIZE;15853
82;REMOVE_OBJ;0
82;ENSURE_CAP;4435
82;ITERATOR;885
82;CSTR_CAP;2862
82;EMPTY;2862
83;ADD_OBJ;0
83;SET_INDEXED;0
83;CLEAR;0
83;GROW;0
83;SIZE;2846
83;REMOVE_OBJ;0
83;ITERATOR;2862
83;CSTR_STD;2862
84;ADD_OBJ;98
84;REMOVE_INDEXED;2213
84;SET_INDEXED;0
84;CLEAR;0
84;GROW;24
84;ADD_ALL;3109
84;GET_INDEXED;21069
84;SIZE;35707
84;CSTR_COLL;3109
84;REMOVE_OBJ;0
84;ENSURE_CAP;3207
85;ADD_OBJ;558
85;SET_INDEXED;0
85;CLEAR;0
85;GROW;262
85;SIZE;212
85;REMOVE_OBJ;0
85;ENSURE_CAP;558
85;CSTR_STD;213
86;ADD_OBJ;27191
86;SET_INDEXED;0
86;CLEAR;0
86;GROW;0
86;GET_INDEXED;56971
86;SIZE;94924
86;REMOVE_OBJ;0
86;ENSURE_CAP;27191
86;ITERATOR;5897
86;CSTR_CAP;10141
87;ADD_OBJ;763
87;SET_INDEXED;0
87;CLEAR;0
87;GROW;42
87;SIZE;1084
87;REMOVE_OBJ;0
87;ENSURE_CAP;763
87;ITERATOR;377
87;CSTR_CAP;542
87;EMPTY;377
88;ADD_OBJ;4464
88;SET_INDEXED;4464
88;CLEAR;0
88;GROW;457
88;SIZE;6532
88;REMOVE_OBJ;0
88;ENSURE_CAP;4464
88;ITERATOR;377
88;CSTR_CAP;542
88;SUBLIST;763
89;ADD_OBJ;763
89;SET_INDEXED;0
89;CLEAR;0
89;GROW;584
89;SIZE;542
89;REMOVE_OBJ;0
89;ENSURE_CAP;763
89;ITERATOR;377
89;CSTR_STD;542
90;ADD_OBJ;0
90;SET_INDEXED;0
90;CLEAR;0
90;GROW;0
90;SIZE;1084
90;REMOVE_OBJ;0
90;ITERATOR;377
90;CSTR_CAP;542
91;ADD_OBJ;763
91;SET_INDEXED;0
91;CLEAR;0
91;GROW;42
91;SIZE;1296
91;TO_ARRAY;377
91;REMOVE_OBJ;0
91;ENSURE_CAP;763
91;ITERATOR;377
91;CSTR_CAP;542
92;ADD_OBJ;545
92;SET_INDEXED;0
92;CLEAR;0
92;GROW;485
92;GET_INDEXED;1294
92;SIZE;373
92;CSTR_COLL;373
92;REMOVE_OBJ;0
92;ENSURE_CAP;545
93;ADD_OBJ;0
93;SET_INDEXED;0
93;CLEAR;0
93;GROW;373
93;ADD_ALL;377
93;GET_INDEXED;940
93;SIZE;373
93;REMOVE_OBJ;0
93;ENSURE_CAP;377
93;CSTR_STD;373
94;ADD_OBJ;770
94;REMOVE_INDEXED;286
94;SET_INDEXED;286
94;CLEAR;329
94;GROW;676
94;GET_INDEXED;694
94;SIZE;1634
94;REMOVE_OBJ;0
94;ENSURE_CAP;770
94;ITERATOR;329
94;CSTR_STD;574
94;EMPTY;2325
95;ADD_OBJ;1319
95;REMOVE_INDEXED;182
95;SET_INDEXED;182
95;CLEAR;190
95;GROW;1241
95;GET_INDEXED;491
95;SIZE;1884
95;REMOVE_OBJ;0
95;ENSURE_CAP;1319
95;ITERATOR;190
95;CSTR_STD;1188
95;EMPTY;578
96;ADD_OBJ;290
96;SET_INDEXED;0
96;CLEAR;0
96;GROW;218
96;SIZE;203
96;REMOVE_OBJ;0
96;ENSURE_CAP;290
96;ITERATOR;203
96;CSTR_STD;203
97;ADD_OBJ;265
97;SET_INDEXED;0
97;CLEAR;0
97;GROW;0
97;GET_INDEXED;49
97;SIZE;210
97;REMOVE_OBJ;0
97;ENSURE_CAP;265
97;ITERATOR;66
97;CSTR_CAP;105
97;EMPTY;210
98;ADD_OBJ;126
98;SET_INDEXED;0
98;CLEAR;0
98;GROW;0
98;GET_INDEXED;88
98;SIZE;210
98;REMOVE_OBJ;0
98;ENSURE_CAP;126
98;ITERATOR;36
98;CSTR_CAP;105
98;EMPTY;210
99;ADD_OBJ;30
99;SET_INDEXED;0
99;CLEAR;0
99;GROW;30
99;GET_INDEXED;60
99;SIZE;60
99;REMOVE_OBJ;0
99;ENSURE_CAP;30
99;CSTR_STD;30
100;ADD_OBJ;1765
100;SET_INDEXED;0
100;CLEAR;0
100;GROW;17
100;GET_INDEXED;3867
100;SIZE;7778
100;REMOVE_OBJ;0
100;ENSURE_CAP;1765
100;ITERATOR;442
100;CSTR_CAP;1016
101;ADD_OBJ;2499
101;SET_INDEXED;0
101;CLEAR;0
101;GROW;1249
101;SIZE;1960
101;REMOVE_OBJ;0
101;ENSURE_CAP;2499
101;ITERATOR;1167
101;CSTR_STD;980
102;ADD_OBJ;1908
102;SET_INDEXED;0
102;CLEAR;0
102;GROW;1746
102;SIZE;1716
102;REMOVE_OBJ;0
102;ENSURE_CAP;1908
102;CSTR_STD;1716
103;ADD_OBJ;1908
103;SET_INDEXED;0
103;CLEAR;0
103;GROW;1837
103;SIZE;4939
103;TO_ARRAY;1562
103;REMOVE_OBJ;0
103;ENSURE_CAP;1908
103;ITERATOR;1979
103;CSTR_STD;1815
103;EMPTY;133
104;ADD_OBJ;0
104;SET_INDEXED;0
104;CLEAR;0
104;GROW;11227
104;ADD_ALL;12541
104;SIZE;31403
104;TO_ARRAY;10255
104;REMOVE_OBJ;0
104;ENSURE_CAP;12541
104;ITERATOR;10290
104;CSTR_STD;10574
105;ADD_OBJ;18977
105;SET_INDEXED;262686
105;CLEAR;0
105;GROW;2677
105;GET_INDEXED;2227457
105;SIZE;801302
105;REMOVE_OBJ;0
105;ENSURE_CAP;18977
105;ITERATOR;1208
105;CSTR_CAP;3079
105;EMPTY;536748
106;ADD_OBJ;79443
106;SET_INDEXED;0
106;CLEAR;65440
106;GROW;42717
106;GET_INDEXED;1140
106;SIZE;2945
106;REMOVE_OBJ;0
106;ENSURE_CAP;79443
106;CSTR_CAP;910
107;ADD_OBJ;19761
107;SET_INDEXED;0
107;CLEAR;0
107;GROW;2869
107;SIZE;7902
107;INDEX_OF;588
107;REMOVE_OBJ;0
107;ENSURE_CAP;19761
107;CSTR_CAP;7902
107;CONTAINS;588
108;ADD_OBJ;0
108;SET_INDEXED;0
108;CLEAR;0
108;GROW;0
108;SIZE;330
108;REMOVE_OBJ;0
108;CSTR_CAP;165
109;ADD_OBJ;16
109;SET_INDEXED;0
109;CLEAR;0
109;GROW;13
109;GET_INDEXED;13
109;SIZE;13
109;REMOVE_OBJ;0
109;ENSURE_CAP;16
109;ITERATOR;21
109;CSTR_STD;13
110;ADD_OBJ;15
110;SET_INDEXED;0
110;CLEAR;0
110;GROW;14
110;GET_INDEXED;14
110;SIZE;14
110;REMOVE_OBJ;0
110;ENSURE_CAP;15
110;ITERATOR;29
110;CSTR_STD;14
111;ADD_OBJ;5
111;SET_INDEXED;0
111;CLEAR;0
111;GROW;5
111;SIZE;5
111;REMOVE_OBJ;0
111;ENSURE_CAP;5
111;CSTR_STD;5
112;ADD_OBJ;255
112;SET_INDEXED;0
112;CLEAR;0
112;GROW;122
112;GET_INDEXED;255
112;SIZE;567
112;REMOVE_OBJ;0
112;ENSURE_CAP;255
112;CSTR_STD;79
113;ADD_OBJ;24
113;SET_INDEXED;0
113;CLEAR;0
113;GROW;24
113;SIZE;72
113;REMOVE_OBJ;0
113;ENSURE_CAP;24
113;ITERATOR;24
113;CSTR_STD;24
114;ADD_OBJ;24
114;SET_INDEXED;0
114;SORT;3
114;CLEAR;0
114;GROW;0
114;GET_INDEXED;24
114;SIZE;6
114;REMOVE_OBJ;0
114;ENSURE_CAP;24
114;CSTR_CAP;3
115;ADD_OBJ;6
115;SET_INDEXED;0
115;CLEAR;0
115;GROW;0
115;SIZE;12
115;INDEX_OF;33
115;REMOVE_OBJ;0
115;ENSURE_CAP;6
115;CSTR_CAP;3
115;CONTAINS;6
116;ADD_OBJ;1977
116;SET_INDEXED;0
116;SORT;7
116;CLEAR;0
116;GROW;0
116;GET_INDEXED;24
116;SIZE;642
116;REMOVE_OBJ;0
116;ENSURE_CAP;1977
116;CSTR_CAP;314
117;ADD_OBJ;668
117;SET_INDEXED;0
117;CLEAR;0
117;GROW;0
117;SIZE;989
117;INDEX_OF;2002
117;REMOVE_OBJ;0
